cve,publicada,cvss,cvss_severidad,cvss_version,epss,epss_percentil,kev_fabricante,kev_producto,kev_fecha_agregada,kev_ransomware,explotada,cvss_banda,epss_alto,prioridad,riesgo_base,riesgo
CVE-2023-27061,2023-03-13,9.8,CRITICAL,3.1,0.0102,0.59818,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1,0.1
CVE-2023-0347,2023-03-13,7.5,HIGH,3.1,0.00517,0.40952,,,,,False,Alta,False,4 - Seguimiento normal,0.0388,0.0388
CVE-2023-0349,2023-03-13,7.5,HIGH,3.1,0.00571,0.43794,,,,,False,Alta,False,4 - Seguimiento normal,0.0428,0.0428
CVE-2023-26460,2023-03-14,5.3,MEDIUM,3.1,0.00476,0.38489,,,,,False,Media,False,4 - Seguimiento normal,0.0252,0.0252
CVE-2023-26461,2023-03-14,6.8,MEDIUM,3.1,0.00517,0.40957,,,,,False,Media,False,4 - Seguimiento normal,0.0352,0.0352
CVE-2023-27398,2023-03-14,7.8,HIGH,3.1,0.00223,0.13036,,,,,False,Alta,False,4 - Seguimiento normal,0.0174,0.0174
CVE-2023-23406,2023-03-14,8.8,HIGH,3.1,0.01289,0.67234,,,,,False,Alta,False,4 - Seguimiento normal,0.1134,0.1134
CVE-2023-23422,2023-03-14,7.8,HIGH,3.1,0.00596,0.44949,,,,,False,Alta,False,4 - Seguimiento normal,0.0465,0.0465
CVE-2023-24872,2023-03-14,8.8,HIGH,3.1,0.01289,0.67232,,,,,False,Alta,False,4 - Seguimiento normal,0.1134,0.1134
CVE-2023-24876,2023-03-14,8.8,HIGH,3.1,0.01401,0.69692,,,,,False,Alta,False,4 - Seguimiento normal,0.1233,0.1233
CVE-2023-24880,2023-03-14,4.4,MEDIUM,3.1,0.78152,0.9953,Microsoft,Windows,2023-03-14,Known,True,Media,True,1 - Explotada activamente,3.4387,10.0
CVE-2023-24891,2023-03-14,5.4,MEDIUM,3.1,0.00609,0.45547,,,,,False,Media,False,4 - Seguimiento normal,0.0329,0.0329
CVE-2023-28339,2023-03-14,8.8,HIGH,3.1,0.00642,0.47044,,,,,False,Alta,False,4 - Seguimiento normal,0.0565,0.0565
CVE-2023-24726,2023-03-15,9.8,CRITICAL,3.1,0.01125,0.62939,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1103,0.1103
CVE-2023-28097,2023-03-15,7.5,HIGH,3.1,0.00969,0.5822,,,,,False,Alta,False,4 - Seguimiento normal,0.0727,0.0727
CVE-2022-38063,2023-03-16,5.4,MEDIUM,3.1,0.00255,0.17115,,,,,False,Media,False,4 - Seguimiento normal,0.0138,0.0138
CVE-2022-34412,2023-03-16,7.5,HIGH,3.1,0.00208,0.111,,,,,False,Alta,False,4 - Seguimiento normal,0.0156,0.0156
CVE-2022-26080,2023-03-16,6.3,MEDIUM,3.1,0.00427,0.34988,,,,,False,Media,False,4 - Seguimiento normal,0.0269,0.0269
CVE-2022-43441,2023-03-16,8.1,HIGH,3.1,0.02356,0.81974,,,,,False,Alta,False,4 - Seguimiento normal,0.1908,0.1908
CVE-2023-21452,2023-03-16,3.3,LOW,3.1,0.0015,0.04694,,,,,False,Baja,False,4 - Seguimiento normal,0.0049,0.0049
CVE-2023-27494,2023-03-16,5.9,MEDIUM,3.1,0.00407,0.33336,,,,,False,Media,False,4 - Seguimiento normal,0.024,0.024
CVE-2023-1469,2023-03-17,4.4,MEDIUM,3.1,0.00352,0.27759,,,,,False,Media,False,4 - Seguimiento normal,0.0155,0.0155
CVE-2023-1485,2023-03-18,3.5,LOW,3.1,0.00549,0.42679,,,,,False,Baja,False,4 - Seguimiento normal,0.0192,0.0192
CVE-2023-22678,2023-03-20,5.4,MEDIUM,3.1,0.00264,0.18099,,,,,False,Media,False,4 - Seguimiento normal,0.0143,0.0143
CVE-2023-1538,2023-03-21,5.3,MEDIUM,3.1,0.00639,0.46927,,,,,False,Media,False,4 - Seguimiento normal,0.0339,0.0339
CVE-2022-42334,2023-03-21,6.5,MEDIUM,3.1,0.00267,0.18704,,,,,False,Media,False,4 - Seguimiento normal,0.0174,0.0174
CVE-2023-27855,2023-03-22,9.8,CRITICAL,3.1,0.13451,0.96032,,,,,False,Crítica,True,2 - Explotación probable,1.3182,1.3182
CVE-2023-25589,2023-03-22,9.8,CRITICAL,3.1,0.00961,0.57896,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0942,0.0942
CVE-2023-28685,2023-03-22,7.1,HIGH,3.1,0.00602,0.45251,,,,,False,Alta,False,4 - Seguimiento normal,0.0427,0.0427
CVE-2020-0579,2023-03-22,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2020-12342,2023-03-22,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2020-24508,2023-03-22,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2023-0386,2023-03-22,7.8,HIGH,3.1,0.0788,0.94094,Linux,Kernel,2025-06-17,Unknown,True,Alta,False,1 - Explotada activamente,0.6146,10.0
CVE-2023-1606,2023-03-23,6.3,MEDIUM,3.1,0.00891,0.55701,,,,,False,Media,False,4 - Seguimiento normal,0.0561,0.0561
CVE-2023-27242,2023-03-24,5.4,MEDIUM,3.1,0.00427,0.35009,,,,,False,Media,False,4 - Seguimiento normal,0.0231,0.0231
CVE-2021-43317,2023-03-24,7.5,HIGH,3.1,0.00817,0.53401,,,,,False,Alta,False,4 - Seguimiento normal,0.0613,0.0613
CVE-2023-20976,2023-03-24,7.3,HIGH,3.1,0.00102,0.01106,,,,,False,Alta,False,4 - Seguimiento normal,0.0074,0.0074
CVE-2023-20984,2023-03-24,4.4,MEDIUM,3.1,0.00093,0.00692,,,,,False,Media,False,4 - Seguimiento normal,0.0041,0.0041
CVE-2023-20996,2023-03-24,5.5,MEDIUM,3.1,0.00092,0.00624,,,,,False,Media,False,4 - Seguimiento normal,0.0051,0.0051
CVE-2023-21036,2023-03-24,5.5,MEDIUM,3.1,0.00499,0.39845,,,,,False,Media,False,4 - Seguimiento normal,0.0274,0.0274
CVE-2022-45597,2023-03-24,9.8,CRITICAL,3.1,0.00465,0.37766,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0456,0.0456
CVE-2023-1647,2023-03-27,8.8,HIGH,3.1,0.00842,0.54118,,,,,False,Alta,False,4 - Seguimiento normal,0.0741,0.0741
CVE-2023-0495,2023-03-27,4.3,MEDIUM,3.1,0.00262,0.17856,,,,,False,Media,False,4 - Seguimiento normal,0.0113,0.0113
CVE-2023-22251,2023-03-27,4.3,MEDIUM,3.1,0.00563,0.43435,,,,,False,Media,False,4 - Seguimiento normal,0.0242,0.0242
CVE-2023-25261,2023-03-27,9.8,CRITICAL,3.1,0.01887,0.77363,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1849,0.1849
CVE-2022-40564,2023-03-27,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2022-48355,2023-03-27,6.5,MEDIUM,3.1,0.00233,0.14339,,,,,False,Media,False,4 - Seguimiento normal,0.0151,0.0151
CVE-2023-25888,2023-03-28,7.8,HIGH,3.1,0.00353,0.27872,,,,,False,Alta,False,4 - Seguimiento normal,0.0275,0.0275
CVE-2023-25897,2023-03-28,7.8,HIGH,3.1,0.00421,0.34531,,,,,False,Alta,False,4 - Seguimiento normal,0.0328,0.0328
CVE-2023-23355,2023-03-29,6.6,MEDIUM,3.1,0.01226,0.65694,,,,,False,Media,False,4 - Seguimiento normal,0.0809,0.0809
CVE-2022-27641,2023-03-29,8.8,HIGH,3.1,0.01244,0.66162,,,,,False,Alta,False,4 - Seguimiento normal,0.1095,0.1095
CVE-2022-28303,2023-03-29,7.8,HIGH,3.1,0.00951,0.57645,,,,,False,Alta,False,4 - Seguimiento normal,0.0742,0.0742
CVE-2022-37371,2023-03-29,7.8,HIGH,3.1,0.0077,0.51867,,,,,False,Alta,False,4 - Seguimiento normal,0.0601,0.0601
CVE-2022-42433,2023-03-29,8.0,HIGH,3.1,0.00603,0.45289,,,,,False,Alta,False,4 - Seguimiento normal,0.0482,0.0482
CVE-2022-44369,2023-03-29,5.5,MEDIUM,3.1,0.00311,0.23373,,,,,False,Media,False,4 - Seguimiento normal,0.0171,0.0171
CVE-2023-22705,2023-03-29,7.1,HIGH,3.1,0.00431,0.35272,,,,,False,Alta,False,4 - Seguimiento normal,0.0306,0.0306
CVE-2023-1760,2023-03-31,4.8,MEDIUM,3.1,0.00532,0.4178,,,,,False,Media,False,4 - Seguimiento normal,0.0255,0.0255
CVE-2022-47192,2023-03-31,8.8,HIGH,3.1,0.01301,0.67484,,,,,False,Alta,False,4 - Seguimiento normal,0.1145,0.1145
CVE-2023-0180,2023-04-01,7.1,HIGH,3.1,0.00248,0.16197,,,,,False,Alta,False,4 - Seguimiento normal,0.0176,0.0176
CVE-2023-28684,2023-04-02,6.5,MEDIUM,3.1,0.00715,0.49946,,,,,False,Media,False,4 - Seguimiento normal,0.0465,0.0465
CVE-2023-28848,2023-04-04,4.8,MEDIUM,3.1,0.00333,0.25737,,,,,False,Media,False,4 - Seguimiento normal,0.016,0.016
CVE-2023-27734,2023-04-04,5.5,MEDIUM,3.1,0.00193,0.09229,,,,,False,Media,False,4 - Seguimiento normal,0.0106,0.0106
CVE-2023-27487,2023-04-04,8.2,HIGH,3.1,0.00636,0.4677,,,,,False,Alta,False,4 - Seguimiento normal,0.0522,0.0522
CVE-2023-1857,2023-04-05,2.4,LOW,3.1,0.00611,0.45671,,,,,False,Baja,False,4 - Seguimiento normal,0.0147,0.0147
CVE-2023-1867,2023-04-05,5.4,MEDIUM,3.1,0.00302,0.22479,,,,,False,Media,False,4 - Seguimiento normal,0.0163,0.0163
CVE-2023-22660,2023-04-05,7.0,HIGH,3.1,0.00537,0.42047,,,,,False,Alta,False,4 - Seguimiento normal,0.0376,0.0376
CVE-2023-28633,2023-04-05,3.5,LOW,3.1,0.00482,0.38841,,,,,False,Baja,False,4 - Seguimiento normal,0.0169,0.0169
CVE-2023-20117,2023-04-05,7.2,HIGH,3.1,0.28347,0.97922,,,,,False,Alta,True,2 - Explotación probable,2.041,2.041
CVE-2023-20142,2023-04-05,6.1,MEDIUM,3.1,0.00433,0.35458,,,,,False,Media,False,4 - Seguimiento normal,0.0264,0.0264
CVE-2023-1167,2023-04-05,5.3,MEDIUM,3.1,0.00563,0.43448,,,,,False,Media,False,4 - Seguimiento normal,0.0298,0.0298
CVE-2023-23979,2023-04-06,7.1,HIGH,3.1,0.00406,0.3322,,,,,False,Alta,False,4 - Seguimiento normal,0.0288,0.0288
CVE-2023-24403,2023-04-06,4.7,MEDIUM,3.1,0.00392,0.31828,,,,,False,Media,False,4 - Seguimiento normal,0.0184,0.0184
CVE-2023-20657,2023-04-06,6.7,MEDIUM,3.1,0.00093,0.00665,,,,,False,Media,False,4 - Seguimiento normal,0.0062,0.0062
CVE-2023-20670,2023-04-06,6.7,MEDIUM,3.1,0.00095,0.00767,,,,,False,Media,False,4 - Seguimiento normal,0.0064,0.0064
CVE-2023-20677,2023-04-06,4.4,MEDIUM,3.1,0.00093,0.00689,,,,,False,Media,False,4 - Seguimiento normal,0.0041,0.0041
CVE-2023-25020,2023-04-07,7.1,HIGH,3.1,0.00406,0.33225,,,,,False,Alta,False,4 - Seguimiento normal,0.0288,0.0288
CVE-2023-29236,2023-04-07,7.1,HIGH,3.1,0.00382,0.30843,,,,,False,Alta,False,4 - Seguimiento normal,0.0271,0.0271
CVE-2023-27620,2023-04-07,6.5,MEDIUM,3.1,0.00478,0.38597,,,,,False,Media,False,4 - Seguimiento normal,0.0311,0.0311
CVE-2023-1957,2023-04-08,6.3,MEDIUM,3.1,0.00717,0.50043,,,,,False,Media,False,4 - Seguimiento normal,0.0452,0.0452
CVE-2023-27729,2023-04-09,7.5,HIGH,3.1,0.00659,0.47804,,,,,False,Alta,False,4 - Seguimiento normal,0.0494,0.0494
CVE-2023-25755,2023-04-11,7.8,HIGH,3.1,0.00219,0.12507,,,,,False,Alta,False,4 - Seguimiento normal,0.0171,0.0171
CVE-2023-26588,2023-04-11,7.5,HIGH,3.1,0.00575,0.43986,,,,,False,Alta,False,4 - Seguimiento normal,0.0431,0.0431
CVE-2023-27520,2023-04-11,6.5,MEDIUM,3.1,0.00314,0.23742,,,,,False,Media,False,4 - Seguimiento normal,0.0204,0.0204
CVE-2023-28489,2023-04-11,9.8,CRITICAL,3.1,0.02836,0.85169,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.2779,0.2779
CVE-2023-27645,2023-04-11,9.8,CRITICAL,3.1,0.01455,0.70738,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1426,0.1426
CVE-2023-28222,2023-04-11,7.1,HIGH,3.1,0.00678,0.48545,,,,,False,Alta,False,4 - Seguimiento normal,0.0481,0.0481
CVE-2023-28301,2023-04-11,3.7,LOW,3.1,0.00873,0.55192,,,,,False,Baja,False,4 - Seguimiento normal,0.0323,0.0323
CVE-2023-23591,2023-04-12,4.9,MEDIUM,3.1,0.00555,0.42993,,,,,False,Media,False,4 - Seguimiento normal,0.0272,0.0272
CVE-2023-26405,2023-04-12,7.8,HIGH,3.1,0.04305,0.90127,,,,,False,Alta,False,4 - Seguimiento normal,0.3358,0.3358
CVE-2023-26420,2023-04-12,7.8,HIGH,3.1,0.0271,0.84428,,,,,False,Alta,False,4 - Seguimiento normal,0.2114,0.2114
CVE-2022-25726,2023-04-13,8.2,HIGH,3.1,0.00354,0.27991,,,,,False,Alta,False,4 - Seguimiento normal,0.029,0.029
CVE-2023-26409,2023-04-13,7.8,HIGH,3.1,0.00345,0.27091,,,,,False,Alta,False,4 - Seguimiento normal,0.0269,0.0269
CVE-2022-47027,2023-04-14,9.8,CRITICAL,3.1,0.01474,0.71114,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1445,0.1445
CVE-2023-22670,2023-04-15,7.8,HIGH,3.1,0.00216,0.12195,,,,,False,Alta,False,4 - Seguimiento normal,0.0168,0.0168
CVE-2022-28353,2023-04-16,6.1,MEDIUM,3.1,0.00563,0.43429,,,,,False,Media,False,4 - Seguimiento normal,0.0343,0.0343
CVE-2023-27844,2023-04-17,9.8,CRITICAL,3.1,0.00821,0.53525,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0805,0.0805
CVE-2022-45836,2023-04-18,6.3,MEDIUM,3.1,0.0068,0.48636,,,,,False,Media,False,4 - Seguimiento normal,0.0428,0.0428
CVE-2023-21968,2023-04-18,3.7,LOW,3.1,0.01044,0.60585,,,,,False,Baja,False,4 - Seguimiento normal,0.0386,0.0386
CVE-2023-29002,2023-04-18,7.2,HIGH,3.1,0.00197,0.09805,,,,,False,Alta,False,4 - Seguimiento normal,0.0142,0.0142
CVE-2023-28124,2023-04-19,5.5,MEDIUM,3.1,0.00081,0.00253,,,,,False,Media,False,4 - Seguimiento normal,0.0045,0.0045
CVE-2022-29609,2023-04-20,5.3,MEDIUM,3.1,0.00572,0.43865,,,,,False,Media,False,4 - Seguimiento normal,0.0303,0.0303
CVE-2022-36788,2023-04-20,8.1,HIGH,3.1,0.00617,0.45959,,,,,False,Alta,False,4 - Seguimiento normal,0.05,0.05
CVE-2023-28459,2023-04-20,6.5,MEDIUM,3.1,0.06648,0.93162,,,,,False,Media,False,4 - Seguimiento normal,0.4321,0.4321
CVE-2023-27353,2023-04-20,6.5,MEDIUM,3.1,0.0063,0.46516,,,,,False,Media,False,4 - Seguimiento normal,0.041,0.041
CVE-2023-2209,2023-04-21,6.3,MEDIUM,3.1,0.00607,0.45437,,,,,False,Media,False,4 - Seguimiento normal,0.0382,0.0382
CVE-2023-0206,2023-04-22,7.5,HIGH,3.1,0.00163,0.05904,,,,,False,Alta,False,4 - Seguimiento normal,0.0122,0.0122
CVE-2023-27524,2023-04-24,8.9,HIGH,3.1,0.97172,0.99888,Apache,Superset,2024-01-08,Unknown,True,Alta,True,1 - Explotada activamente,8.6483,10.0
CVE-2023-0420,2023-04-24,4.8,MEDIUM,3.1,0.00229,0.13828,,,,,False,Media,False,4 - Seguimiento normal,0.011,0.011
CVE-2023-25479,2023-04-25,5.9,MEDIUM,3.1,0.00369,0.29531,,,,,False,Media,False,4 - Seguimiento normal,0.0218,0.0218
CVE-2023-28086,2023-04-25,5.5,MEDIUM,3.1,0.0017,0.06605,,,,,False,Media,False,4 - Seguimiento normal,0.0093,0.0093
CVE-2023-26934,2023-04-26,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2023-28769,2023-04-27,9.8,CRITICAL,3.1,0.0542,0.91861,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.5312,0.5312
CVE-2023-2323,2023-04-27,5.4,MEDIUM,3.1,0.00508,0.40384,,,,,False,Media,False,4 - Seguimiento normal,0.0274,0.0274
CVE-2023-30063,2023-05-01,7.5,HIGH,3.1,0.01112,0.62593,,,,,False,Alta,False,4 - Seguimiento normal,0.0834,0.0834
CVE-2022-46365,2023-05-01,9.1,CRITICAL,3.1,0.01475,0.71125,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1342,0.1342
CVE-2023-30869,2023-05-02,9.8,CRITICAL,3.1,0.031,0.86381,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.3038,0.3038
CVE-2023-29868,2023-05-02,6.5,MEDIUM,3.1,0.01035,0.60315,,,,,False,Media,False,4 - Seguimiento normal,0.0673,0.0673
CVE-2023-2468,2023-05-03,4.3,MEDIUM,3.1,0.00801,0.52852,,,,,False,Media,False,4 - Seguimiento normal,0.0344,0.0344
CVE-2023-1384,2023-05-03,4.3,MEDIUM,3.1,0.0038,0.30578,,,,,False,Media,False,4 - Seguimiento normal,0.0163,0.0163
CVE-2023-0805,2023-05-03,4.9,MEDIUM,3.1,0.00829,0.53768,,,,,False,Media,False,4 - Seguimiento normal,0.0406,0.0406
CVE-2023-2520,2023-05-04,8.8,HIGH,3.1,0.02634,0.83953,,,,,False,Alta,False,4 - Seguimiento normal,0.2318,0.2318
CVE-2023-22782,2023-05-08,9.8,CRITICAL,3.1,0.02068,0.79427,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.2027,0.2027
CVE-2022-42822,2023-05-08,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2023-23535,2023-05-08,5.5,MEDIUM,3.1,0.00239,0.15155,,,,,False,Media,False,4 - Seguimiento normal,0.0131,0.0131
CVE-2023-27968,2023-05-08,7.1,HIGH,3.1,0.00258,0.17456,,,,,False,Alta,False,4 - Seguimiento normal,0.0183,0.0183
CVE-2022-47488,2023-05-09,4.4,MEDIUM,3.1,0.00096,0.00833,,,,,False,Media,False,4 - Seguimiento normal,0.0042,0.0042
CVE-2022-48249,2023-05-09,7.8,HIGH,3.1,0.0009,0.00574,,,,,False,Alta,False,4 - Seguimiento normal,0.007,0.007
CVE-2022-48388,2023-05-09,7.8,HIGH,3.1,0.0009,0.00575,,,,,False,Alta,False,4 - Seguimiento normal,0.007,0.007
CVE-2023-29460,2023-05-09,7.8,HIGH,3.1,0.0085,0.54393,,,,,False,Alta,False,4 - Seguimiento normal,0.0663,0.0663
CVE-2023-31981,2023-05-09,7.8,HIGH,3.1,0.00308,0.23082,,,,,False,Alta,False,4 - Seguimiento normal,0.024,0.024
CVE-2023-30086,2023-05-09,5.5,MEDIUM,3.1,0.00306,0.22855,,,,,False,Media,False,4 - Seguimiento normal,0.0168,0.0168
CVE-2023-31144,2023-05-09,6.1,MEDIUM,3.1,0.00406,0.33278,,,,,False,Media,False,4 - Seguimiento normal,0.0248,0.0248
CVE-2023-24899,2023-05-09,7.0,HIGH,3.1,0.00339,0.26453,,,,,False,Alta,False,4 - Seguimiento normal,0.0237,0.0237
CVE-2023-20520,2023-05-09,9.8,CRITICAL,3.1,0.00789,0.52482,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0773,0.0773
CVE-2023-25831,2023-05-09,6.1,MEDIUM,3.1,0.0054,0.42188,,,,,False,Media,False,4 - Seguimiento normal,0.0329,0.0329
CVE-2023-23701,2023-05-10,6.5,MEDIUM,3.1,0.00361,0.28747,,,,,False,Media,False,4 - Seguimiento normal,0.0235,0.0235
CVE-2023-23873,2023-05-10,6.5,MEDIUM,3.1,0.00361,0.2874,,,,,False,Media,False,4 - Seguimiento normal,0.0235,0.0235
CVE-2022-40972,2023-05-10,6.7,MEDIUM,3.1,0.00147,0.04416,,,,,False,Media,False,4 - Seguimiento normal,0.0098,0.0098
CVE-2022-41610,2023-05-10,5.0,MEDIUM,3.1,0.00156,0.05182,,,,,False,Media,False,4 - Seguimiento normal,0.0078,0.0078
CVE-2022-41628,2023-05-10,6.7,MEDIUM,3.1,0.00169,0.06545,,,,,False,Media,False,4 - Seguimiento normal,0.0113,0.0113
CVE-2023-29930,2023-05-10,8.8,HIGH,3.1,0.02014,0.78851,,,,,False,Alta,False,4 - Seguimiento normal,0.1772,0.1772
CVE-2023-2630,2023-05-10,4.8,MEDIUM,3.1,0.00576,0.44063,,,,,False,Media,False,4 - Seguimiento normal,0.0276,0.0276
CVE-2023-31159,2023-05-10,4.3,MEDIUM,3.1,0.00439,0.3598,,,,,False,Media,False,4 - Seguimiento normal,0.0189,0.0189
CVE-2023-29276,2023-05-11,7.8,HIGH,3.1,0.00302,0.22452,,,,,False,Alta,False,4 - Seguimiento normal,0.0236,0.0236
CVE-2020-6600,2023-05-12,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2022-24944,2023-05-12,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2023-31916,2023-05-12,5.5,MEDIUM,3.1,0.00332,0.25692,,,,,False,Media,False,4 - Seguimiento normal,0.0183,0.0183
CVE-2023-25009,2023-05-12,7.8,HIGH,3.1,0.00232,0.14143,,,,,False,Alta,False,4 - Seguimiento normal,0.0181,0.0181
CVE-2023-2088,2023-05-12,6.5,MEDIUM,3.1,0.01198,0.64926,,,,,False,Media,False,4 - Seguimiento normal,0.0779,0.0779
CVE-2023-23688,2023-05-15,6.5,MEDIUM,3.1,0.00383,0.30959,,,,,False,Media,False,4 - Seguimiento normal,0.0249,0.0249
CVE-2023-0520,2023-05-15,5.4,MEDIUM,3.1,0.00239,0.15144,,,,,False,Media,False,4 - Seguimiento normal,0.0129,0.0129
CVE-2023-21103,2023-05-15,5.5,MEDIUM,3.1,0.00096,0.00823,,,,,False,Media,False,4 - Seguimiento normal,0.0053,0.0053
CVE-2023-30504,2023-05-16,7.2,HIGH,3.1,0.01037,0.60366,,,,,False,Alta,False,4 - Seguimiento normal,0.0747,0.0747
CVE-2023-31904,2023-05-17,7.5,HIGH,3.1,0.01272,0.66838,,,,,False,Alta,False,4 - Seguimiento normal,0.0954,0.0954
CVE-2023-23556,2023-05-18,9.8,CRITICAL,3.1,0.00891,0.5571,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0873,0.0873
CVE-2023-28753,2023-05-18,9.8,CRITICAL,3.1,0.01851,0.769,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1814,0.1814
CVE-2023-2704,2023-05-19,9.8,CRITICAL,3.1,0.01623,0.73629,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1591,0.1591
CVE-2023-31058,2023-05-22,7.5,HIGH,3.1,0.01228,0.6575,,,,,False,Alta,False,4 - Seguimiento normal,0.0921,0.0921
CVE-2023-25953,2023-05-23,9.8,CRITICAL,3.1,0.00576,0.44022,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0564,0.0564
CVE-2023-27926,2023-05-23,5.4,MEDIUM,3.1,0.00613,0.45739,,,,,False,Media,False,4 - Seguimiento normal,0.0331,0.0331
CVE-2023-2845,2023-05-23,8.1,HIGH,3.1,0.00657,0.47729,,,,,False,Alta,False,4 - Seguimiento normal,0.0532,0.0532
CVE-2023-26014,2023-05-23,4.3,MEDIUM,3.1,0.00256,0.17145,,,,,False,Media,False,4 - Seguimiento normal,0.011,0.011
CVE-2023-33010,2023-05-24,9.8,CRITICAL,3.1,0.28813,0.97948,Zyxel,Multiple Firewalls,2023-06-05,Unknown,True,Crítica,True,1 - Explotada activamente,2.8237,10.0
CVE-2023-31459,2023-05-24,8.8,HIGH,3.1,0.00387,0.31291,,,,,False,Alta,False,4 - Seguimiento normal,0.0341,0.0341
CVE-2023-33792,2023-05-24,5.4,MEDIUM,3.1,0.00394,0.31993,,,,,False,Media,False,4 - Seguimiento normal,0.0213,0.0213
CVE-2022-46866,2023-05-25,4.3,MEDIUM,3.1,0.00256,0.17143,,,,,False,Media,False,4 - Seguimiento normal,0.011,0.011
CVE-2022-47138,2023-05-25,4.3,MEDIUM,3.1,0.0026,0.17706,,,,,False,Media,False,4 - Seguimiento normal,0.0112,0.0112
CVE-2023-32688,2023-05-27,4.9,MEDIUM,3.1,0.009,0.55972,,,,,False,Media,False,4 - Seguimiento normal,0.0441,0.0441
CVE-2023-2926,2023-05-27,5.4,MEDIUM,3.1,0.0087,0.55083,,,,,False,Media,False,4 - Seguimiento normal,0.047,0.047
CVE-2023-33291,2023-05-28,7.4,HIGH,3.1,0.00889,0.5562,,,,,False,Alta,False,4 - Seguimiento normal,0.0658,0.0658
CVE-2022-32687,2023-05-29,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2022-32700,2023-05-29,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2022-32723,2023-05-29,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2022-32727,2023-05-29,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2022-24628,2023-05-29,7.2,HIGH,3.1,0.01239,0.66004,,,,,False,Alta,False,4 - Seguimiento normal,0.0892,0.0892
CVE-2023-33175,2023-05-30,9.1,CRITICAL,3.1,0.00651,0.47451,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0592,0.0592
CVE-2023-33189,2023-05-30,10.0,CRITICAL,3.1,0.00921,0.56645,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0921,0.0921
CVE-2023-23561,2023-05-30,5.5,MEDIUM,3.1,0.00147,0.04372,,,,,False,Media,False,4 - Seguimiento normal,0.0081,0.0081
CVE-2022-47526,2023-05-31,9.8,CRITICAL,3.1,0.01302,0.67506,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1276,0.1276
CVE-2023-28345,2023-05-31,4.6,MEDIUM,3.1,0.00319,0.24244,,,,,False,Media,False,4 - Seguimiento normal,0.0147,0.0147
CVE-2023-28348,2023-05-31,7.4,HIGH,3.1,0.00442,0.36165,,,,,False,Alta,False,4 - Seguimiento normal,0.0327,0.0327
CVE-2023-25539,2023-05-31,8.4,HIGH,3.1,0.01478,0.71197,,,,,False,Alta,False,4 - Seguimiento normal,0.1242,0.1242
CVE-2023-3018,2023-05-31,6.3,MEDIUM,3.1,0.00735,0.50689,,,,,False,Media,False,4 - Seguimiento normal,0.0463,0.0463
CVE-2023-33718,2023-05-31,8.8,HIGH,3.1,0.0072,0.50114,,,,,False,Alta,False,4 - Seguimiento normal,0.0634,0.0634
CVE-2023-28824,2023-06-01,4.9,MEDIUM,3.1,0.00641,0.47003,,,,,False,Media,False,4 - Seguimiento normal,0.0314,0.0314
